BARBARA;All Gabonese are Clergys, and all Knife collectors are Gabonese.;All Knife collectors are Clergys.;entailment
BARBARA;All Georgians are Carpenters, and all Knife collectors are Georgians.;All Knife collectors are Carpenters.;entailment
BARBARA;All Georgians are Cashiers, and all Knife collectors are Georgians.;All Knife collectors are Cashiers.;entailment
BARBARA;All Georgians are Clergys, and all Knife collectors are Georgians.;All Knife collectors are Clergys.;entailment
BARBARA;All Germans are Carpenters, and all Knife collectors are Germans.;All Knife collectors are Carpenters.;entailment
BARBARA;All Germans are Cashiers, and all Knife collectors are Germans.;All Knife collectors are Cashiers.;entailment
BARBARA;All Germans are Clergys, and all Knife collectors are Germans.;All Knife collectors are Clergys.;entailment
BARBARA;All Haitians are Carpenters, and all Knife collectors are Haitians.;All Knife collectors are Carpenters.;entailment
BARBARA;All Haitians are Cashiers, and all Knife collectors are Haitians.;All Knife collectors are Cashiers.;entailment
BARBARA;All Haitians are Clergys, and all Knife collectors are Haitians.;All Knife collectors are Clergys.;entailment
CONTRADICTION;All Gabonese are Carpenters, and all Element collectors are Gabonese.;No Element collectors are Carpenters.;contradiction
CONTRADICTION;All Gabonese are Cashiers, and all Element collectors are Gabonese.;No Element collectors are Cashiers.;contradiction
CONTRADICTION;All Gabonese are Clergys, and all Element collectors are Gabonese.;No Element collectors are Clergys.;contradiction
CONTRADICTION;All Georgians are Carpenters, and all Element collectors are Georgians.;No Element collectors are Carpenters.;contradiction
CONTRADICTION;All Georgians are Cashiers, and all Element collectors are Georgians.;No Element collectors are Cashiers.;contradiction
CONTRADICTION;All Georgians are Clergys, and all Element collectors are Georgians.;No Element collectors are Clergys.;contradiction
CONTRADICTION;All Germans are Carpenters, and all Element collectors are Germans.;No Element collectors are Carpenters.;contradiction
CONTRADICTION;All Germans are Cashiers, and all Element collectors are Germans.;No Element collectors are Cashiers.;contradiction
CONTRADICTION;All Germans are Clergys, and all Element collectors are Germans.;No Element collectors are Clergys.;contradiction
CONTRADICTION;All Haitians are Carpenters, and all Element collectors are Haitians.;No Element collectors are Carpenters.;contradiction
CONTRADICTION;All Haitians are Cashiers, and all Element collectors are Haitians.;No Element collectors are Cashiers.;contradiction
CONTRADICTION;All Haitians are Clergys, and all Element collectors are Haitians.;No Element collectors are Clergys.;contradiction
CONTRADICTION;All Gabonese are Carpenters, and all Films collectors are Gabonese.;No Films collectors are Carpenters.;contradiction
CONTRADICTION;All Gabonese are Cashiers, and all Films collectors are Gabonese.;No Films collectors are Cashiers.;contradiction
CONTRADICTION;All Gabonese are Clergys, and all Films collectors are Gabonese.;No Films collectors are Clergys.;contradiction
CONTRADICTION;All Georgians are Carpenters, and all Films collectors are Georgians.;No Films collectors are Carpenters.;contradiction
CONTRADICTION;All Georgians are Cashiers, and all Films collectors are Georgians.;No Films collectors are Cashiers.;contradiction
CONTRADICTION;All Georgians are Clergys, and all Films collectors are Georgians.;No Films collectors are Clergys.;contradiction
CONTRADICTION;All Germans are Carpenters, and all Films collectors are Germans.;No Films collectors are Carpenters.;contradiction
CONTRADICTION;All Germans are Cashiers, and all Films collectors are Germans.;No Films collectors are Cashiers.;contradiction
CONTRADICTION;All Germans are Clergys, and all Films collectors are Germans.;No Films collectors are Clergys.;contradiction
CONTRADICTION;All Haitians are Carpenters, and all Films collectors are Haitians.;No Films collectors are Carpenters.;contradiction
CONTRADICTION;All Haitians are Cashiers, and all Films collectors are Haitians.;No Films collectors are Cashiers.;contradiction
CONTRADICTION;All Haitians are Clergys, and all Films collectors are Haitians.;No Films collectors are Clergys.;contradiction
CONTRADICTION;All Gabonese are Carpenters, and all Knife collectors are Gabonese.;No Knife collectors are Carpenters.;contradiction
CONTRADICTION;All Gabonese are Cashiers, and all Knife collectors are Gabonese.;No Knife collectors are Cashiers.;contradiction
CONTRADICTION;All Gabonese are Clergys, and all Knife collectors are Gabonese.;No Knife collectors are Clergys.;contradiction
CONTRADICTION;All Georgians are Carpenters, and all Knife collectors are Georgians.;No Knife collectors are Carpenters.;contradiction
CONTRADICTION;All Georgians are Cashiers, and all Knife collectors are Georgians.;No Knife collectors are Cashiers.;contradiction
CONTRADICTION;All Georgians are Clergys, and all Knife collectors are Georgians.;No Knife collectors are Clergys.;contradiction
CONTRADICTION;All Germans are Carpenters, and all Knife collectors are Germans.;No Knife collectors are Carpenters.;contradiction
CONTRADICTION;All Germans are Cashiers, and all Knife collectors are Germans.;No Knife collectors are Cashiers.;contradiction
CONTRADICTION;All Germans are Clergys, and all Knife collectors are Germans.;No Knife collectors are Clergys.;contradiction
CONTRADICTION;All Haitians are Carpenters, and all Knife collectors are Haitians.;No Knife collectors are Carpenters.;contradiction
CONTRADICTION;All Haitians are Cashiers, and all Knife collectors are Haitians.;No Knife collectors are Cashiers.;contradiction
CONTRADICTION;All Haitians are Clergys, and all Knife collectors are Haitians.;No Knife collectors are Clergys.;contradiction
NEUTRAL;Some Gabonese are Carpenters, and Some Element collectors are Gabonese.;All Element collectors are Carpenters.;neutral
NEUTRAL;Some Gabonese are Cashiers, and Some Element collectors are Gabonese.;All Element collectors are Cashiers.;neutral
NEUTRAL;Some Gabonese are Clergys, and Some Element collectors are Gabonese.;All Element collectors are Clergys.;neutral
NEUTRAL;Some Georgians are Carpenters, and Some Element collectors are Georgians.;All Element collectors are Carpenters.;neutral
NEUTRAL;Some Georgians are Cashiers, and Some Element collectors are Georgians.;All Element collectors are Cashiers.;neutral
NEUTRAL;Some Georgians are Clergys, and Some Element collectors are Georgians.;All Element collectors are Clergys.;neutral
NEUTRAL;Some Germans are Carpenters, and Some Element collectors are Germans.;All Element collectors are Carpenters.;neutral
NEUTRAL;Some Germans are Cashiers, and Some Element collectors are Germans.;All Element collectors are Cashiers.;neutral
NEUTRAL;Some Germans are Clergys, and Some Element collectors are Germans.;All Element collectors are Clergys.;neutral
NEUTRAL;Some Haitians are Carpenters, and Some Element collectors are Haitians.;All Element collectors are Carpenters.;neutral
NEUTRAL;Some Haitians are Cashiers, and Some Element collectors are Haitians.;All Element collectors are Cashiers.;neutral
NEUTRAL;Some Haitians are Clergys, and Some Element collectors are Haitians.;All Element collectors are Clergys.;neutral
NEUTRAL;Some Gabonese are Carpenters, and Some Films collectors are Gabonese.;All Films collectors are Carpenters.;neutral
NEUTRAL;Some Gabonese are Cashiers, and Some Films collectors are Gabonese.;All Films collectors are Cashiers.;neutral
NEUTRAL;Some Gabonese are Clergys, and Some Films collectors are Gabonese.;All Films collectors are Clergys.;neutral
NEUTRAL;Some Georgians are Carpenters, and Some Films collectors are Georgians.;All Films collectors are Carpenters.;neutral
NEUTRAL;Some Georgians are Cashiers, and Some Films collectors are Georgians.;All Films collectors are Cashiers.;neutral
NEUTRAL;Some Georgians are Clergys, and Some Films collectors are Georgians.;All Films collectors are Clergys.;neutral
NEUTRAL;Some Germans are Carpenters, and Some Films collectors are Germans.;All Films collectors are Carpenters.;neutral
NEUTRAL;Some Germans are Cashiers, and Some Films collectors are Germans.;All Films collectors are Cashiers.;neutral
NEUTRAL;Some Germans are Clergys, and Some Films collectors are Germans.;All Films collectors are Clergys.;neutral
NEUTRAL;Some Haitians are Carpenters, and Some Films collectors are Haitians.;All Films collectors are Carpenters.;neutral
NEUTRAL;Some Haitians are Cashiers, and Some Films collectors are Haitians.;All Films collectors are Cashiers.;neutral
NEUTRAL;Some Haitians are Clergys, and Some Films collectors are Haitians.;All Films collectors are Clergys.;neutral
NEUTRAL;Some Gabonese are Carpenters, and Some Knife collectors are Gabonese.;All Knife collectors are Carpenters.;neutral
NEUTRAL;Some Gabonese are Cashiers, and Some Knife collectors are Gabonese.;All Knife collectors are Cashiers.;neutral
NEUTRAL;Some Gabonese are Clergys, and Some Knife collectors are Gabonese.;All Knife collectors are Clergys.;neutral
NEUTRAL;Some Georgians are Carpenters, and Some Knife collectors are Georgians.;All Knife collectors are Carpenters.;neutral
NEUTRAL;Some Georgians are Cashiers, and Some Knife collectors are Georgians.;All Knife collectors are Cashiers.;neutral
NEUTRAL;Some Georgians are Clergys, and Some Knife collectors are Georgians.;All Knife collectors are Clergys.;neutral
NEUTRAL;Some Germans are Carpenters, and Some Knife collectors are Germans.;All Knife collectors are Carpenters.;neutral
NEUTRAL;Some Germans are Cashiers, and Some Knife collectors are Germans.;All Knife collectors are Cashiers.;neutral
NEUTRAL;Some Germans are Clergys, and Some Knife collectors are Germans.;All Knife collectors are Clergys.;neutral
NEUTRAL;Some Haitians are Carpenters, and Some Knife collectors are Haitians.;All Knife collectors are Carpenters.;neutral
NEUTRAL;Some Haitians are Cashiers, and Some Knife collectors are Haitians.;All Knife collectors are Cashiers.;neutral
NEUTRAL;Some Haitians are Clergys, and Some Knife collectors are Haitians.;All Knife collectors are Clergys.;neutral
CELARENT;Gabonese are not Carpenters, and all Element collectors are Gabonese.;Element collectors are not Carpenters.;entailment
CELARENT;Gabonese are not Cashiers, and all Element collectors are Gabonese.;Element collectors are not Cashiers.;entailment
CELARENT;Gabonese are not Clergys, and all Element collectors are Gabonese.;Element collectors are not Clergys.;entailment
CELARENT;Georgians are not Carpenters, and all Element collectors are Georgians.;Element collectors are not Carpenters.;entailment
CELARENT;Georgians are not Cashiers, and all Element collectors are Georgians.;Element collectors are not Cashiers.;entailment
CELARENT;Georgians are not Clergys, and all Element collectors are Georgians.;Element collectors are not Clergys.;entailment
CELARENT;Germans are not Carpenters, and all Element collectors are Germans.;Element collectors are not Carpenters.;entailment
CELARENT;Germans are not Cashiers, and all Element collectors are Germans.;Element collectors are not Cashiers.;entailment
CELARENT;Germans are not Clergys, and all Element collectors are Germans.;Element collectors are not Clergys.;entailment
CELARENT;Haitians are not Carpenters, and all Element collectors are Haitians.;Element collectors are not Carpenters.;entailment
CELARENT;Haitians are not Cashiers, and all Element collectors are Haitians.;Element collectors are not Cashiers.;entailment
CELARENT;Haitians are not Clergys, and all Element collectors are Haitians.;Element collectors are not Clergys.;entailment
CELARENT;Gabonese are not Carpenters, and all Films collectors are Gabonese.;Films collectors are not Carpenters.;entailment
CELARENT;Gabonese are not Cashiers, and all Films collectors are Gabonese.;Films collectors are not Cashiers.;entailment
CELARENT;Gabonese are not Clergys, and all Films collectors are Gabonese.;Films collectors are not Clergys.;entailment
CELARENT;Georgians are not Carpenters, and all Films collectors are Georgians.;Films collectors are not Carpenters.;entailment
CELARENT;Georgians are not Cashiers, and all Films collectors are Georgians.;Films collectors are not Cashiers.;entailment
CELARENT;Georgians are not Clergys, and all Films collectors are Georgians.;Films collectors are not Clergys.;entailment
CELARENT;Germans are not Carpenters, and all Films collectors are Germans.;Films collectors are not Carpenters.;entailment
CELARENT;Germans are not Cashiers, and all Films collectors are Germans.;Films collectors are not Cashiers.;entailment
CELARENT;Germans are not Clergys, and all Films collectors are Germans.;Films collectors are not Clergys.;entailment
CELARENT;Haitians are not Carpenters, and all Films collectors are Haitians.;Films collectors are not Carpenters.;entailment
CELARENT;Haitians are not Cashiers, and all Films collectors are Haitians.;Films collectors are not Cashiers.;entailment
CELARENT;Haitians are not Clergys, and all Films collectors are Haitians.;Films collectors are not Clergys.;entailment
CELARENT;Gabonese are not Carpenters, and all Knife collectors are Gabonese.;Knife collectors are not Carpenters.;entailment
CELARENT;Gabonese are not Cashiers, and all Knife collectors are Gabonese.;Knife collectors are not Cashiers.;entailment
CELARENT;Gabonese are not Clergys, and all Knife collectors are Gabonese.;Knife collectors are not Clergys.;entailment
CELARENT;Georgians are not Carpenters, and all Knife collectors are Georgians.;Knife collectors are not Carpenters.;entailment
CELARENT;Georgians are not Cashiers, and all Knife collectors are Georgians.;Knife collectors are not Cashiers.;entailment
CELARENT;Georgians are not Clergys, and all Knife collectors are Georgians.;Knife collectors are not Clergys.;entailment
CELARENT;Germans are not Carpenters, and all Knife collectors are Germans.;Knife collectors are not Carpenters.;entailment
CELARENT;Germans are not Cashiers, and all Knife collectors are Germans.;Knife collectors are not Cashiers.;entailment
CELARENT;Germans are not Clergys, and all Knife collectors are Germans.;Knife collectors are not Clergys.;entailment
CELARENT;Haitians are not Carpenters, and all Knife collectors are Haitians.;Knife collectors are not Carpenters.;entailment
CELARENT;Haitians are not Cashiers, and all Knife collectors are Haitians.;Knife collectors are not Cashiers.;entailment
CELARENT;Haitians are not Clergys, and all Knife collectors are Haitians.;Knife collectors are not Clergys.;entailment
NEUTRAL;Gabonese are not Carpenters, and no Element collectors are Gabonese.;Element collectors are Carpenters.;neutral
NEUTRAL;Gabonese are not Cashiers, and no Element collectors are Gabonese.;Element collectors are Cashiers.;neutral
NEUTRAL;Gabonese are not Clergys, and no Element collectors are Gabonese.;Element collectors are Clergys.;neutral
NEUTRAL;Georgians are not Carpenters, and no Element collectors are Georgians.;Element collectors are Carpenters.;neutral
NEUTRAL;Georgians are not Cashiers, and no Element collectors are Georgians.;Element collectors are Cashiers.;neutral
NEUTRAL;Georgians are not Clergys, and no Element collectors are Georgians.;Element collectors are Clergys.;neutral
NEUTRAL;Germans are not Carpenters, and no Element collectors are Germans.;Element collectors are Carpenters.;neutral
NEUTRAL;Germans are not Cashiers, and no Element collectors are Germans.;Element collectors are Cashiers.;neutral
NEUTRAL;Germans are not Clergys, and no Element collectors are Germans.;Element collectors are Clergys.;neutral
NEUTRAL;Haitians are not Carpenters, and no Element collectors are Haitians.;Element collectors are Carpenters.;neutral
NEUTRAL;Haitians are not Cashiers, and no Element collectors are Haitians.;Element collectors are Cashiers.;neutral
NEUTRAL;Haitians are not Clergys, and no Element collectors are Haitians.;Element collectors are Clergys.;neutral
NEUTRAL;Gabonese are not Carpenters, and no Films collectors are Gabonese.;Films collectors are Carpenters.;neutral
NEUTRAL;Gabonese are not Cashiers, and no Films collectors are Gabonese.;Films collectors are Cashiers.;neutral
NEUTRAL;Gabonese are not Clergys, and no Films collectors are Gabonese.;Films collectors are Clergys.;neutral
NEUTRAL;Georgians are not Carpenters, and no Films collectors are Georgians.;Films collectors are Carpenters.;neutral
NEUTRAL;Georgians are not Cashiers, and no Films collectors are Georgians.;Films collectors are Cashiers.;neutral
NEUTRAL;Georgians are not Clergys, and no Films collectors are Georgians.;Films collectors are Clergys.;neutral
NEUTRAL;Germans are not Carpenters, and no Films collectors are Germans.;Films collectors are Carpenters.;neutral
NEUTRAL;Germans are not Cashiers, and no Films collectors are Germans.;Films collectors are Cashiers.;neutral
NEUTRAL;Germans are not Clergys, and no Films collectors are Germans.;Films collectors are Clergys.;neutral
NEUTRAL;Haitians are not Carpenters, and no Films collectors are Haitians.;Films collectors are Carpenters.;neutral
NEUTRAL;Haitians are not Cashiers, and no Films collectors are Haitians.;Films collectors are Cashiers.;neutral
NEUTRAL;Haitians are not Clergys, and no Films collectors are Haitians.;Films collectors are Clergys.;neutral
NEUTRAL;Gabonese are not Carpenters, and no Knife collectors are Gabonese.;Knife collectors are Carpenters.;neutral
NEUTRAL;Gabonese are not Cashiers, and no Knife collectors are Gabonese.;Knife collectors are Cashiers.;neutral
NEUTRAL;Gabonese are not Clergys, and no Knife collectors are Gabonese.;Knife collectors are Clergys.;neutral
NEUTRAL;Georgians are not Carpenters, and no Knife collectors are Georgians.;Knife collectors are Carpenters.;neutral
NEUTRAL;Georgians are not Cashiers, and no Knife collectors are Georgians.;Knife collectors are Cashiers.;neutral
NEUTRAL;Georgians are not Clergys, and no Knife collectors are Georgians.;Knife collectors are Clergys.;neutral
NEUTRAL;Germans are not Carpenters, and no Knife collectors are Germans.;Knife collectors are Carpenters.;neutral
NEUTRAL;Germans are not Cashiers, and no Knife collectors are Germans.;Knife collectors are Cashiers.;neutral
NEUTRAL;Germans are not Clergys, and no Knife collectors are Germans.;Knife collectors are Clergys.;neutral
NEUTRAL;Haitians are not Carpenters, and no Knife collectors are Haitians.;Knife collectors are Carpenters.;neutral
NEUTRAL;Haitians are not Cashiers, and no Knife collectors are Haitians.;Knife collectors are Cashiers.;neutral
NEUTRAL;Haitians are not Clergys, and no Knife collectors are Haitians.;Knife collectors are Clergys.;neutral
CONTRADICTION;Gabonese are Carpenters, and all Element collectors are Gabonese.;Element collectors are not Carpenters.;contradiction
CONTRADICTION;Gabonese are Cashiers, and all Element collectors are Gabonese.;Element collectors are not Cashiers.;contradiction
CONTRADICTION;Gabonese are Clergys, and all Element collectors are Gabonese.;Element collectors are not Clergys.;contradiction
CONTRADICTION;Georgians are Carpenters, and all Element collectors are Georgians.;Element collectors are not Carpenters.;contradiction
CONTRADICTION;Georgians are Cashiers, and all Element collectors are Georgians.;Element collectors are not Cashiers.;contradiction
CONTRADICTION;Georgians are Clergys, and all Element collectors are Georgians.;Element collectors are not Clergys.;contradiction
CONTRADICTION;Germans are Carpenters, and all Element collectors are Germans.;Element collectors are not Carpenters.;contradiction
CONTRADICTION;Germans are Cashiers, and all Element collectors are Germans.;Element collectors are not Cashiers.;contradiction
CONTRADICTION;Germans are Clergys, and all Element collectors are Germans.;Element collectors are not Clergys.;contradiction
CONTRADICTION;Haitians are Carpenters, and all Element collectors are Haitians.;Element collectors are not Carpenters.;contradiction
CONTRADICTION;Haitians are Cashiers, and all Element collectors are Haitians.;Element collectors are not Cashiers.;contradiction
CONTRADICTION;Haitians are Clergys, and all Element collectors are Haitians.;Element collectors are not Clergys.;contradiction
CONTRADICTION;Gabonese are Carpenters, and all Films collectors are Gabonese.;Films collectors are not Carpenters.;contradiction
CONTRADICTION;Gabonese are Cashiers, and all Films collectors are Gabonese.;Films collectors are not Cashiers.;contradiction
CONTRADICTION;Gabonese are Clergys, and all Films collectors are Gabonese.;Films collectors are not Clergys.;contradiction
CONTRADICTION;Georgians are Carpenters, and all Films collectors are Georgians.;Films collectors are not Carpenters.;contradiction
CONTRADICTION;Georgians are Cashiers, and all Films collectors are Georgians.;Films collectors are not Cashiers.;contradiction
CONTRADICTION;Georgians are Clergys, and all Films collectors are Georgians.;Films collectors are not Clergys.;contradiction
CONTRADICTION;Germans are Carpenters, and all Films collectors are Germans.;Films collectors are not Carpenters.;contradiction
CONTRADICTION;Germans are Cashiers, and all Films collectors are Germans.;Films collectors are not Cashiers.;contradiction
CONTRADICTION;Germans are Clergys, and all Films collectors are Germans.;Films collectors are not Clergys.;contradiction
CONTRADICTION;Haitians are Carpenters, and all Films collectors are Haitians.;Films collectors are not Carpenters.;contradiction
CONTRADICTION;Haitians are Cashiers, and all Films collectors are Haitians.;Films collectors are not Cashiers.;contradiction
CONTRADICTION;Haitians are Clergys, and all Films collectors are Haitians.;Films collectors are not Clergys.;contradiction
CONTRADICTION;Gabonese are Carpenters, and all Knife collectors are Gabonese.;Knife collectors are not Carpenters.;contradiction
CONTRADICTION;Gabonese are Cashiers, and all Knife collectors are Gabonese.;Knife collectors are not Cashiers.;contradiction
CONTRADICTION;Gabonese are Clergys, and all Knife collectors are Gabonese.;Knife collectors are not Clergys.;contradiction
CONTRADICTION;Georgians are Carpenters, and all Knife collectors are Georgians.;Knife collectors are not Carpenters.;contradiction
CONTRADICTION;Georgians are Cashiers, and all Knife collectors are Georgians.;Knife collectors are not Cashiers.;contradiction
CONTRADICTION;Georgians are Clergys, and all Knife collectors are Georgians.;Knife collectors are not Clergys.;contradiction
CONTRADICTION;Germans are Carpenters, and all Knife collectors are Germans.;Knife collectors are not Carpenters.;contradiction
CONTRADICTION;Germans are Cashiers, and all Knife collectors are Germans.;Knife collectors are not Cashiers.;contradiction
CONTRADICTION;Germans are Clergys, and all Knife collectors are Germans.;Knife collectors are not Clergys.;contradiction
CONTRADICTION;Haitians are Carpenters, and all Knife collectors are Haitians.;Knife collectors are not Carpenters.;contradiction
CONTRADICTION;Haitians are Cashiers, and all Knife collectors are Haitians.;Knife collectors are not Cashiers.;contradiction
CONTRADICTION;Haitians are Clergys, and all Knife collectors are Haitians.;Knife collectors are not Clergys.;contradiction
DARII;All Gabonese are Carpenters, and some Element collectors are Gabonese.;Some Element collectors are Carpenters.;entailment
DARII;All Gabonese are Cashiers, and some Element collectors are Gabonese.;Some Element collectors are Cashiers.;entailment
DARII;All Gabonese are Clergys, and some Element collectors are Gabonese.;Some Element collectors are Clergys.;entailment
DARII;All Georgians are Carpenters, and some Element collectors are Georgians.;Some Element collectors are Carpenters.;entailment
DARII;All Georgians are Cashiers, and some Element collectors are Georgians.;Some Element collectors are Cashiers.;entailment
DARII;All Georgians are Clergys, and some Element collectors are Georgians.;Some Element collectors are Clergys.;entailment
DARII;All Germans are Carpenters, and some Element collectors are Germans.;Some Element collectors are Carpenters.;entailment
DARII;All Germans are Cashiers, and some Element collectors are Germans.;Some Element collectors are Cashiers.;entailment
DARII;All Germans are Clergys, and some Element collectors are Germans.;Some Element collectors are Clergys.;entailment
DARII;All Haitians are Carpenters, and some Element collectors are Haitians.;Some Element collectors are Carpenters.;entailment
DARII;All Haitians are Cashiers, and some Element collectors are Haitians.;Some Element collectors are Cashiers.;entailment
DARII;All Haitians are Clergys, and some Element collectors are Haitians.;Some Element collectors are Clergys.;entailment
DARII;All Gabonese are Carpenters, and some Films collectors are Gabonese.;Some Films collectors are Carpenters.;entailment
DARII;All Gabonese are Cashiers, and some Films collectors are Gabonese.;Some Films collectors are Cashiers.;entailment
DARII;All Gabonese are Clergys, and some Films collectors are Gabonese.;Some Films collectors are Clergys.;entailment
DARII;All Georgians are Carpenters, and some Films collectors are Georgians.;Some Films collectors are Carpenters.;entailment
DARII;All Georgians are Cashiers, and some Films collectors are Georgians.;Some Films collectors are Cashiers.;entailment
DARII;All Georgians are Clergys, and some Films collectors are Georgians.;Some Films collectors are Clergys.;entailment
DARII;All Germans are Carpenters, and some Films collectors are Germans.;Some Films collectors are Carpenters.;entailment
DARII;All Germans are Cashiers, and some Films collectors are Germans.;Some Films collectors are Cashiers.;entailment
DARII;All Germans are Clergys, and some Films collectors are Germans.;Some Films collectors are Clergys.;entailment
DARII;All Haitians are Carpenters, and some Films collectors are Haitians.;Some Films collectors are Carpenters.;entailment
DARII;All Haitians are Cashiers, and some Films collectors are Haitians.;Some Films collectors are Cashiers.;entailment
DARII;All Haitians are Clergys, and some Films collectors are Haitians.;Some Films collectors are Clergys.;entailment
DARII;All Gabonese are Carpenters, and some Knife collectors are Gabonese.;Some Knife collectors are Carpenters.;entailment
DARII;All Gabonese are Cashiers, and some Knife collectors are Gabonese.;Some Knife collectors are Cashiers.;entailment
DARII;All Gabonese are Clergys, and some Knife collectors are Gabonese.;Some Knife collectors are Clergys.;entailment
DARII;All Georgians are Carpenters, and some Knife collectors are Georgians.;Some Knife collectors are Carpenters.;entailment
DARII;All Georgians are Cashiers, and some Knife collectors are Georgians.;Some Knife collectors are Cashiers.;entailment
DARII;All Georgians are Clergys, and some Knife collectors are Georgians.;Some Knife collectors are Clergys.;entailment
DARII;All Germans are Carpenters, and some Knife collectors are Germans.;Some Knife collectors are Carpenters.;entailment
DARII;All Germans are Cashiers, and some Knife collectors are Germans.;Some Knife collectors are Cashiers.;entailment
DARII;All Germans are Clergys, and some Knife collectors are Germans.;Some Knife collectors are Clergys.;entailment
DARII;All Haitians are Carpenters, and some Knife collectors are Haitians.;Some Knife collectors are Carpenters.;entailment
DARII;All Haitians are Cashiers, and some Knife collectors are Haitians.;Some Knife collectors are Cashiers.;entailment
DARII;All Haitians are Clergys, and some Knife collectors are Haitians.;Some Knife collectors are Clergys.;entailment
CONTRADICTION;All Gabonese are Carpenters, and no Element collectors are Gabonese.;Some Element collectors are Carpenters.;contradiction
CONTRADICTION;All Gabonese are Cashiers, and no Element collectors are Gabonese.;Some Element collectors are Cashiers.;contradiction
CONTRADICTION;All Gabonese are Clergys, and no Element collectors are Gabonese.;Some Element collectors are Clergys.;contradiction
CONTRADICTION;All Georgians are Carpenters, and no Element collectors are Georgians.;Some Element collectors are Carpenters.;contradiction
CONTRADICTION;All Georgians are Cashiers, and no Element collectors are Georgians.;Some Element collectors are Cashiers.;contradiction
CONTRADICTION;All Georgians are Clergys, and no Element collectors are Georgians.;Some Element collectors are Clergys.;contradiction
CONTRADICTION;All Germans are Carpenters, and no Element collectors are Germans.;Some Element collectors are Carpenters.;contradiction
CONTRADICTION;All Germans are Cashiers, and no Element collectors are Germans.;Some Element collectors are Cashiers.;contradiction
CONTRADICTION;All Germans are Clergys, and no Element collectors are Germans.;Some Element collectors are Clergys.;contradiction
CONTRADICTION;All Haitians are Carpenters, and no Element collectors are Haitians.;Some Element collectors are Carpenters.;contradiction
CONTRADICTION;All Haitians are Cashiers, and no Element collectors are Haitians.;Some Element collectors are Cashiers.;contradiction
CONTRADICTION;All Haitians are Clergys, and no Element collectors are Haitians.;Some Element collectors are Clergys.;contradiction
CONTRADICTION;All Gabonese are Carpenters, and no Films collectors are Gabonese.;Some Films collectors are Carpenters.;contradiction
CONTRADICTION;All Gabonese are Cashiers, and no Films collectors are Gabonese.;Some Films collectors are Cashiers.;contradiction
CONTRADICTION;All Gabonese are Clergys, and no Films collectors are Gabonese.;Some Films collectors are Clergys.;contradiction
CONTRADICTION;All Georgians are Carpenters, and no Films collectors are Georgians.;Some Films collectors are Carpenters.;contradiction
CONTRADICTION;All Georgians are Cashiers, and no Films collectors are Georgians.;Some Films collectors are Cashiers.;contradiction
CONTRADICTION;All Georgians are Clergys, and no Films collectors are Georgians.;Some Films collectors are Clergys.;contradiction
